Category,Dictonary_Name,Parameter Name,Parameter Description,amount,unit,uncertainty_type,loc,scale,shape,minimum,maximum,Reference,Comment
RO Concentrate PFAS Concentration,ROConcentrate_PFAS,PFHpA,PFHpA concentration,0,10e-6g/kg,,,,,,,,
RO Concentrate PFAS Concentration,ROConcentrate_PFAS,PFNA,PFNA concentration,0,10e-6g/kg,,,,,,,,
RO Concentrate PFAS Concentration,ROConcentrate_PFAS,PFDA,PFDA concentration,0,10e-6g/kg,,,,,,,,
RO Concentrate PFAS Concentration,ROConcentrate_PFAS,PFBS,PFBS concentration,0,10e-6g/kg,,,,,,,,
RO Concentrate PFAS Concentration,ROConcentrate_PFAS,PFHxS,PFHxS concentration,0,10e-6g/kg,,,,,,,,
Spent IER,SpentIER,density,Density,1,kg/L,,,,,,,,
Spent IER,SpentIER,ts_cont,Total solids content - wet,0.9,fraction wet weight,,,,,,,,
Spent IER,SpentIER,VS_cont,VS content - dry,0.922,kg VS/kg TS,,,,,,,,
Spent IER,SpentIER,C_cont,Organic C content - dry,0.7,fraction TS,,,,,,,,
Spent IER PFAS Concentration,SpentIER_PFAS,PFOA,PFOA concentration,72462250,10e-6g/kg,,,,,,,,
Spent IER PFAS Concentration,SpentIER_PFAS,PFOS,PFOS concentration,112529250,10e-6g/kg,,,,,,,,
Spent IER PFAS Concentration,SpentIER_PFAS,PFBA,PFBA concentration,0,10e-6g/kg,,,,,,,,
Spent IER PFAS Concentration,SpentIER_PFAS,PFPeA,PFPeA concentration,0,10e-6g/kg,,,,,,,,
Spent IER PFAS Concentration,SpentIER_PFAS,PFHxA,PFHxA concentration,0,10e-6g/kg,,,,,,,,
Spent IER PFAS Concentration,SpentIER_PFAS,PFHpA,PFHpA concentration,0,10e-6g/kg,,,,,,,,
Spent IER PFAS Concentration,SpentIER_PFAS,PFNA,PFNA concentration,0,10e-6g/kg,,,,,,,,
Spent IER PFAS Concentration,SpentIER_PFAS,PFDA,PFDA concentration,0,10e-6g/kg,,,,,,,,
Spent IER PFAS Concentration,SpentIER_PFAS,PFBS,PFBS concentration,0,10e-6g/kg,,,,,,,,
Spent IER PFAS Concentration,SpentIER_PFAS,PFHxS,PFHxS concentration,0,10e-6g/kg,,,,,,,,
AFFF,AFFF,density,Density,1.012,kg/L,,,,,,,,
AFFF PFAS Concentration,AFFF_PFAS,PFOA,PFOA concentration,6.58,10e-6g/kg,4,,,,6,7.16,,
AFFF PFAS Concentration,AFFF_PFAS,PFOS,PFOS concentration,45,10e-6g/kg,4,,,,36.2,53.8,,
AFFF PFAS Concentration,AFFF_PFAS,PFBA,PFBA concentration,24.4,10e-6g/kg,4,,,,23.6,25.2,,
AFFF PFAS Concentration,AFFF_PFAS,PFPeA,PFPeA concentration,33,10e-6g/kg,4,,,,29.4,36.6,,
AFFF PFAS Concentration,AFFF_PFAS,PFHxA,PFHxA concentration,50.7,10e-6g/kg,4,,,,44.1,57.3,,
AFFF PFAS Concentration,AFFF_PFAS,PFHpA,PFHpA concentration,12.3,10e-6g/kg,4,,,,10.3,14.3,,
AFFF PFAS Concentration,AFFF_PFAS,PFNA,PFNA concentration,0,10e-6g/kg,,,,,,,,
AFFF PFAS Concentration,AFFF_PFAS,PFDA,PFDA concentration,0,10e-6g/kg,,,,,,,,
AFFF PFAS Concentration,AFFF_PFAS,PFBS,PFBS concentration,2,10e-6g/kg,4,,,,1.8,2.2,,
AFFF PFAS Concentration,AFFF_PFAS,PFHxS,PFHxS concentration,14.5,10e-6g/kg,4,,,,12.7,16.3,,
C_D Waste,C_DWaste,bulk_dens,Bulk density - wet,574,kg/m3,4,,,,319,995,,
C_D Waste,C_DWaste,ts_cont,Total solids content - wet,0.973,fraction wet weight,4,,,,0.921,0.958,,
C_D Waste,C_DWaste,VS_cont,VS content - dry,0.827,kg VS/kg TS,4,,,,0.7692,0.88,,
C_D Waste,C_DWaste,C_cont,Organic C content - dry,0.24,fraction TS,,,,,,,,
C_D Waste PFAS Concentration,C_DWaste_PFAS,PFOA,PFOA concentration,0.6,10e-6g/kg,,,,,,,,
C_D Waste PFAS Concentration,C_DWaste_PFAS,PFOS,PFOS concentration,1.97,10e-6g/kg,,,,,,,,
C_D Waste PFAS Concentration,C_DWaste_PFAS,PFBA,PFBA concentration,0,10e-6g/kg,,,,,,,,
C_D Waste PFAS Concentration,C_DWaste_PFAS,PFPeA,PFPeA concentration,0,10e-6g/kg,,,,,,,,
C_D Waste PFAS Concentration,C_DWaste_PFAS,PFHxA,PFHxA concentration,0,10e-6g/kg,,,,,,,,
C_D Waste PFAS Concentration,C_DWaste_PFAS,PFHpA,PFHpA concentration,0,10e-6g/kg,,,,,,,,
C_D Waste PFAS Concentration,C_DWaste_PFAS,PFNA,PFNA concentration,0,10e-6g/kg,,,,,,,,
C_D Waste PFAS Concentration,C_DWaste_PFAS,PFDA,PFDA concentration,0,10e-6g/kg,,,,,,,,
C_D Waste PFAS Concentration,C_DWaste_PFAS,PFBS,PFBS concentration,0,10e-6g/kg,,,,,,,,
C_D Waste PFAS Concentration,C_DWaste_PFAS,PFHxS,PFHxS concentration,0,10e-6g/kg,,,,,,,,
